ID,record,uid,date,time,status,Survey_start,Survey_end,vqtable1r0,vqtable1r1,vqtable1r2,vqtable2r0,vqtable2r1,vqtable3r0,vqtable3r1,vqtable3r2,vqtable3r3,vqtable3r4,vqtable3r5,vqtable3r6,vqtable3r7,vqtable3r8,vqtable4r0,vqtable4r1,vqtable5r0,vqtable5r1,vqtable5r2,vqtable5r3,vqtable5r4,vqtable5r5,vqtable6r0,vqtable6r1,vqtable7r0,vterm
1096,1185,j5wnsak7sm6u7qo8,08/16/2024,9AM,2,57:26.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1097,1186,vzlc18ivt6ny4g4m,08/16/2024,9AM,1,57:26.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1098,1187,1i1sg1i61nxqa47q,08/16/2024,9AM,2,03:56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1099,1188,03dzsj52lk2h2zx1,08/16/2024,9AM,2,03:56.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1100,1189,monz7dnwpmbd2fv1,08/16/2024,9AM,2,04:37.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1101,1190,kke6ac4jjb6su3y6,08/16/2024,9AM,1,05:16.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1102,1191,o9vo00a8hx33eor3,08/16/2024,9AM,1,06:53.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1103,1192,k21m4xtibwhqwflj,08/16/2024,9AM,1,10:03.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1104,1193,uul6f58uhu1wkeqb,08/16/2024,9AM,2,11:24.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1105,1194,us407s3whjjnl1l0,08/16/2024,9AM,2,12:53.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1106,1195,3yu06d3ue3k9mw15,08/16/2024,9AM,1,13:54.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1107,1196,89zqhu3w1qbaz276,08/16/2024,9AM,1,16:24.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1108,1197,qe04wyunmr4p05c0,08/16/2024,9AM,1,17:21.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1109,1198,xyffmxpj5nzdvw82,08/16/2024,9AM,1,17:35.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1110,1199,pii8neme26eno9hc,08/16/2024,9AM,3,19:52.3,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
1111,1200,fu023w6pbaxh1x2i,08/16/2024,5PM,3,26:04.3,34:04.1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
1112,1201,mf6cjqmao0dk0rga,08/16/2024,9AM,2,28:50.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1113,1202,9grmcpwvsd1derzd,08/16/2024,9AM,1,31:59.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1114,1203,elbrbsrezvzmvf07,08/16/2024,9AM,1,33:37.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1115,1204,i5n2zftbtp3xgtb4,08/16/2024,9AM,1,34:40.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1116,1205,d10oyec392zvtqlx,08/16/2024,10AM,3,36:36.6,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
1117,1206,1oz4vntr5y8xacrx,08/16/2024,9AM,1,38:25.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1118,1207,d10oyec745zvtqlx,08/16/2024,9AM,2,40:18.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1119,1208,0ulvap52l2nh9p16,08/16/2024,9AM,2,42:23.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1120,1209,d10oyec096zvtqlx,08/16/2024,10AM,4,43:02.9,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Unspecified terminates
1121,1210,uuwomb0ennm8u1bk,08/16/2024,9AM,1,43:08.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1122,1211,asw8vgoz6gudue86,08/16/2024,9AM,2,43:21.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1123,1212,htpdecaysmxo1bz0,08/16/2024,10AM,2,46:17.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1124,1213,ghzsmxj2l6rmm6gv,08/16/2024,10AM,1,48:11.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1125,1214,xv7ff21ic2r9vkye,08/16/2024,10AM,2,48:37.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1126,1215,2s00j522b6tbotad,08/16/2024,10AM,2,51:38.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1127,1216,0hf2qxi1d0j1keo8,08/16/2024,10AM,2,52:15.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1128,1217,7hjn27rpo9mple4y,08/16/2024,10AM,1,52:50.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1129,1218,r7gm5g6v7yyoov43,08/16/2024,10AM,1,53:14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1130,1219,x4b2o69s5j8vzmcw,08/16/2024,10AM,3,53:44.4,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
1131,1220,yug3mhyz89lukrvj,08/16/2024,10AM,2,54:12.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1132,1221,y9bkbhoxr0kqhyly,08/16/2024,10AM,1,55:32.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1133,1222,4bqth2nt0m4yom6u,08/16/2024,10AM,1,55:36.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1134,1223,mq2tmhh4t21nr576,08/16/2024,10AM,2,56:43.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1135,1224,wgmybfw8di4tglop,08/16/2024,10AM,1,56:45.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1136,1225,807rkwrc0tv2zu78,08/16/2024,10AM,1,59:33.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1137,1226,srvhqa29qth26yk2,08/16/2024,10AM,1,01:41.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1138,1227,493wl7f3z6xrs3df,08/16/2024,10AM,1,07:56.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1139,1228,e37folr1fgafv02x,08/16/2024,10AM,1,08:36.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
1140,1229,gi8pppxntwrykqwd,08/16/2024,10AM,1,08:50.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1141,1230,0t5rg2zx4s02sulq,08/16/2024,10AM,2,09:48.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1142,1231,mc1tr9s3j0lbh8yt,08/16/2024,10AM,1,10:08.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1143,1232,x4rv5slfdykgzvmg,08/16/2024,10AM,2,12:19.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1144,1233,s7vr1wux50b87ryn,08/16/2024,10AM,1,12:28.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
1145,1234,2e955oeoihlhtvcc,08/16/2024,10AM,1,15:17.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1146,1235,nnw5nmgo8h8lv6u1,08/16/2024,10AM,1,16:39.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1147,1236,4ri9nu4sr1snto3j,08/16/2024,10AM,1,17:58.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1148,1237,3tcq7vozxxdr02s0,08/16/2024,10AM,2,19:45.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1149,1238,pwpfmqbt958j0kiw,08/16/2024,10AM,4,22:40.2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Unspecified terminates
1150,1239,8c4uun7ch3sm613f,08/16/2024,10AM,1,22:56.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1151,1240,ylsyo0xhrx47uugb,08/16/2024,10AM,2,22:57.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1152,1241,ue8nco5zrlrye6ci,08/16/2024,10AM,1,23:02.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1153,1242,tjn0fju6odfuqm73,08/16/2024,10AM,1,23:17.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1154,1243,tez8jumsx6avflij,08/16/2024,10AM,2,23:18.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1155,1244,itvr5o889iui8ho8,08/16/2024,10AM,2,25:35.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1156,1245,pwpfmqbt958j0kiw,08/16/2024,10AM,4,27:06.9,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Unspecified terminates
1157,1246,zqpddwvcxx09z476,08/16/2024,10AM,2,27:47.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1158,1247,r58odhbqubjosetb,08/16/2024,10AM,1,28:14.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1159,1248,461jhnoc6s67evzn,08/16/2024,10AM,1,30:03.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1160,1249,pw215yu3uu8lpou1,08/16/2024,10AM,1,31:40.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1161,1250,w1csowykn8awqfrs,08/16/2024,10AM,2,32:02.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1162,1251,ji2dy6v77bzeizc5,08/16/2024,10AM,2,33:47.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1163,1252,eehvsqgflhxd7fx3,08/16/2024,10AM,2,37:34.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1164,1253,tx3zg9uksclxtysw,08/16/2024,10AM,2,37:36.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1165,1254,4b6cbaux0ujzfuuj,08/16/2024,10AM,1,39:11.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1166,1255,op74nen16smo6cfz,08/16/2024,10AM,2,39:22.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1167,1256,j49c8igpg2yytobm,08/16/2024,10AM,2,40:07.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1168,1257,psfbxl31w8dhhl7c,08/16/2024,11AM,3,40:58.8,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,
1169,1258,hh1wqthr38hc6hcm,08/16/2024,10AM,1,41:08.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1170,1259,1v4qe9rng3q2fcwx,08/16/2024,10AM,1,41:27.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1171,1260,0rjp9mpak9bm5uig,08/16/2024,10AM,1,43:36.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS9 Monthly Personal Income
1172,1261,z923czpm89nxc3ba,08/16/2024,11AM,1,46:59.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1173,1262,ov0txy2isgr6keyr,08/16/2024,11AM,1,47:08.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1174,1263,wnlsfonw0xvco8nt,08/16/2024,11AM,2,50:06.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1175,1264,iqzouayuv12nju8z,08/16/2024,11AM,1,50:08.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1176,1265,lh10121nj0s3ejxf,08/16/2024,11AM,2,50:48.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1177,1266,qihe9sfw38julyg5,08/16/2024,11AM,1,52:54.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1178,1267,dji48bvtqpoyu90x,08/16/2024,11AM,2,53:11.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1179,1268,qnvf3io4ziapn49n,08/16/2024,11AM,1,55:13.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1180,1269,9nrgo6xgf9viqquo,08/16/2024,11AM,2,57:45.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1181,1270,kuiwpdywxj7nfy9o,08/16/2024,11AM,1,57:52.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1182,1271,p1dmgnfy4vkst8yn,08/16/2024,11AM,1,00:10.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1183,1272,ldg9ilmjbdkeneog,08/16/2024,11AM,3,01:07.9,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
1184,1273,ms403owek4wtsfny,08/16/2024,11AM,1,03:45.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
1185,1274,66olevvz28pjiqjx,08/16/2024,11AM,1,04:19.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS3 Family members work in any of the following industries
1186,1275,hle5y647wv9nspt6,08/16/2024,11AM,1,04:20.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1187,1276,4rlny27agcbls0yw,08/16/2024,11AM,1,05:38.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1188,1277,8iei6qa4hbfupld8,08/16/2024,11AM,1,08:10.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1189,1278,djt6mzm87cfxlm7y,08/16/2024,11AM,3,08:34.4,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
1190,1279,4k6ebqp947uxuufs,08/16/2024,11AM,2,08:39.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1191,1280,t8i7ki63qqndk7pi,08/16/2024,11AM,1,09:27.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1192,1281,cc596y4xjtjs38aq,08/16/2024,11AM,1,10:26.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1193,1282,tgdmu3ncq9b6dsjb,08/16/2024,11AM,2,10:38.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1194,1283,pwpfmqbt958j0kiw,08/16/2024,11AM,3,11:28.6,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
1195,1284,q2gbck9jytk2xr9t,08/16/2024,11AM,2,11:45.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1196,1285,67tsby3red2g0x5b,08/16/2024,11AM,4,14:13.8,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Unspecified terminates
1197,1286,xuq3nhj2ocq95381,08/16/2024,11AM,2,15:01.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1198,1287,j14rnl6cihcr5q5w,08/16/2024,11AM,1,15:55.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1199,1288,lq2n50blj0b5fy5w,08/16/2024,11AM,1,20:03.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1200,1289,osd8ut406dszvik6,08/16/2024,11AM,1,21:16.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1201,1290,q85onhjssltzm98b,08/16/2024,5PM,4,24:31.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Unspecified terminates
1202,1291,4t9vkjvwff64ug5b,08/16/2024,11AM,2,24:38.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1203,1292,q0phrkhob5lwpbts,08/16/2024,11AM,2,25:54.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1204,1293,7gj76x4c72oct6ti,08/16/2024,11AM,1,27:21.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1205,1294,z592q0vltapwczkz,08/16/2024,11AM,1,28:38.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1206,1295,vmt797surjqje4kf,08/16/2024,11AM,1,29:06.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1207,1296,or3o9sck6c63z7u6,08/16/2024,11AM,1,29:29.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1208,1297,8k120th2mghp03ck,08/16/2024,11AM,1,31:40.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1209,1298,15emrfqjain8kegu,08/16/2024,11AM,1,34:52.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1210,1299,gk65hya5qe3tdzia,08/16/2024,11AM,1,37:57.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS8 current working status
1211,1300,8f6p7oxbu81j4rvo,08/16/2024,11AM,1,38:55.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1212,1301,0z28rdptt21ata1c,08/16/2024,12PM,1,40:58.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1213,1302,v3n8g1ibegmbrc6m,08/16/2024,11AM,1,41:45.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS2 Status in Singapore
1214,1303,qewx2n2dk6b5x3rs,08/16/2024,12PM,2,42:26.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1215,1304,67tsby3red2g0x5b,08/16/2024,12PM,1,44:51.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUE 1 Eligibility Termination
1216,1305,qwozy5d2b4ppwxzr,08/16/2024,12PM,1,45:19.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1217,1306,oo15wm81qbjczx5e,08/16/2024,12PM,1,45:34.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1218,1307,nzxetjei8ygvxilq,08/16/2024,12PM,2,48:34.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1219,1308,4p52iwcmh8pwdfft,08/16/2024,12PM,1,49:16.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1220,1309,vxawnblwv9r17zdy,08/16/2024,2PM,2,51:37.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1221,1310,vnt2vyb27cdh39a0,08/16/2024,12PM,1,53:31.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1222,1311,mrtkiteoa9f84kju,08/16/2024,12PM,2,54:35.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1223,1312,vzjitu3gxzn8kcnw,08/16/2024,12PM,1,55:13.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QS4 Have you participated in any surveys in the last 3 months
1224,1313,tr13h80eml0cln52,08/16/2024,12PM,3,55:52.3,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,
1225,1314,fwktwlcwch8czm52,08/16/2024,12PM,4,57:30.5,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Unspecified terminates
1226,1315,2wwysupc5fbiyzdj,08/16/2024,12PM,2,58:21.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1227,1316,b2yyqcop870es00o,08/16/2024,12PM,2,58:22.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
1228,1317,ywida53e8517piu4,08/16/2024,12PM,3,59:23.9,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,
1229,1318,w0c2ogfzfir27rnz,08/16/2024,12PM,2,00:43.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Overquota
